Start Time;Duration;Title;Device Type;Bookmark;Latest Bookmark;Type;Genre
1/26/23 14:50;0:47:00;The Price of Family;Sony Sony Android TV 2018 M2 4K Smart TV;1:26:21;1:26:21;Goofy;Comedy Movies
1/17/23 21:21;0:44:36;Ginny & Georgia: Season 2: Why Does Everything Have to Be So Terrible, All the Time, Forever? (Episode 2);Netflix Chrome MAC (Cadmium) HTML 5;0:44:55;0:44:55;Scandalous, Emotional;Teen TV Shows
1/13/23 13:21;0:47:13;Ginny & Georgia: Season 2: Welcome Back, Bitches! (Episode 1);Netflix Chrome MAC (Cadmium) HTML 5;0:52:58;0:52:58;Scandalous, Emotional;Teen TV Shows
1/13/23 13:11;0:00:36;Sexify: Season 2: Episode 1;Netflix Chrome MAC (Cadmium) HTML 5;0:00:36;0:00:36;Quirky, Intimate, Heartfelt;TV Dramas
12/24/22 0:55;0:46:47;Skins: Vol. 3: Finale (Episode 10);Netflix Chrome MAC (Cadmium) HTML 5;0:46:40;0:46:40;Offbeat, Gritty;Teen TV Shows
12/24/22 0:55;0:00:05;Skins: Vol. 1: Tony (Episode 1);Netflix Chrome MAC (Cadmium) HTML 5;0:00:05;0:00:05;Offbeat, Gritty;Teen TV Shows
12/18/22 12:02;1:26:51;Private Lesson;Sony Sony Android TV 2018 M2 4K Smart TV;1:26:53;1:26:53;Quirky, Romantic;Romantic Comedy Movies
12/4/22 16:35;2:05:55;The Swimmers;Sony Sony Android TV 2018 M2 4K Smart TV;2:08:34;2:08:34;Inspiring, Heartfelt;Sports Movies
12/1/22 14:27;0:26:00;The Truman Show;Netflix Chrome MAC (Cadmium) HTML 5;1:36:15;1:36:15;Goofy;Comedy Movies
12/1/22 13:37;0:32:06;Wednesday: Season 1: A Murder of Woes (Episode 8);Netflix Chrome MAC (Cadmium) HTML 5;0:48:12;0:48:12;Exciting;Teen TV Shows
12/1/22 13:01;0:35:53;Wednesday: Season 1: If You Don't Woe Me by Now (Episode 7);Netflix Chrome MAC (Cadmium) HTML 5;0:42:39;0:42:39;Exciting;Teen TV Shows
12/1/22 12:20;0:39:05;Wednesday: Season 1: Quid Pro Woe (Episode 6);Netflix Chrome MAC (Cadmium) HTML 5;0:45:13;0:45:13;Exciting;Teen TV Shows
12/1/22 12:20;0:00:04;Wednesday: Season 1: Wednesday's Child Is Full of Woe (Episode 1);Netflix Chrome MAC (Cadmium) HTML 5;0:00:04;0:00:04;Exciting;Teen TV Shows
10/20/22 18:00;0:37:44;The Most Hated Man on the Internet: Limited Series: Episode 1;Netflix Chrome MAC (Cadmium) HTML 5;0:40:51;0:40:51;Investigative;Crime TV Shows
10/14/22 18:38;0:14:41;DAHMER: Monster: The Jeffrey Dahmer Story: Doin' A Dahmer (Episode 3);Sony Sony Android TV 2018 M2 4K Smart TV;0:15:45;0:15:45;Ominous, Psychological;Crime TV Shows
10/14/22 18:38;0:00:29;DAHMER: Monster: The Jeffrey Dahmer Story: Please Don't Go (Episode 2);Sony Sony Android TV 2018 M2 4K Smart TV;0:00:29;0:00:29;Ominous, Psychological;Crime TV Shows
10/13/22 11:43;0:00:02;DAHMER: Monster: The Jeffrey Dahmer Story: Please Don't Go (Episode 2);Netflix Chrome MAC (Cadmium) HTML 5;0:00:14;Not latest view;Ominous, Psychological;Crime TV Shows
10/11/22 23:49;0:00:01;DAHMER: Monster: The Jeffrey Dahmer Story: Please Don't Go (Episode 2);Netflix Chrome MAC (Cadmium) HTML 5;0:00:11;Not latest view;Ominous, Psychological;Crime TV Shows
10/11/22 23:02;0:37:09;DAHMER: Monster: The Jeffrey Dahmer Story: Episode One;Netflix Chrome MAC (Cadmium) HTML 5;0:46:22;0:46:22;Ominous, Psychological;Crime TV Shows
9/21/22 20:30;0:24:44;1 Kadın 1 Erkek: Season 1: Episode 3;Sony Sony Android TV 2018 M2 4K Smart TV;0:24:44;0:24:44;Quirky, Romantic;Sitcoms
9/21/22 20:19;0:10:05;1 Kadın 1 Erkek: Season 1: Episode 2;Sony Sony Android TV 2018 M2 4K Smart TV;0:31:13;0:31:13;Quirky, Romantic;Sitcoms
9/21/22 20:18;0:00:28;1 Kadın 1 Erkek: Season 1: Episode 1;Sony Sony Android TV 2018 M2 4K Smart TV;0:27:28;0:27:28;Quirky, Romantic;Sitcoms
9/20/22 22:59;0:09:26;The Midnight Gospel: Season 1: Officers and Wolves (Episode 2);Sony Sony Android TV 2018 M2 4K Smart TV;0:09:30;0:09:30;Offbeat, Mind-Bending;TV Comedies
9/20/22 22:37;0:21:18;The Midnight Gospel: Season 1: Taste of the King (Episode 1);Sony Sony Android TV 2018 M2 4K Smart TV;0:21:18;0:21:18;Offbeat, Mind-Bending;TV Comedies
9/20/22 8:36;0:54:03;Terim: Season 1: EP4 (Episode 4);Sony Sony Android TV 2018 M2 4K Smart TV;0:54:05;0:54:05;Nostalgic;Docuseries
9/16/22 14:55;0:52:00;Terim: Season 1: EP3 (Episode 3);Sony Sony Android TV 2018 M2 4K Smart TV;0:52:07;0:52:07;Nostalgic;Docuseries
9/16/22 13:58;0:54:51;Terim: Season 1: EP2 (Episode 2);Sony Sony Android TV 2018 M2 4K Smart TV;0:55:00;0:55:00;Nostalgic;Docuseries
9/16/22 13:51;0:07:11;Terim: Season 1: EP1 (Episode 1);Sony Sony Android TV 2018 M2 4K Smart TV;0:49:44;0:49:44;Nostalgic;Docuseries
8/14/22 12:14;0:00:02;Ginny & Georgia: Season 1: Pilot (Episode 1);Sony Sony Android TV 2018 M2 4K Smart TV;0:00:02;0:00:02;Scandalous, Emotional;Teen TV Shows
8/14/22 12:14;0:00:02;Young Royals: Season 1: Episode 1;Sony Sony Android TV 2018 M2 4K Smart TV;0:00:02;0:00:02;Intimate, Emotional, Romantic;Romantic TV Dramas
8/6/22 19:32;0:00:31;Another Self: Season 1: Episode 8;Netflix Chrome MAC (Cadmium) HTML 5;0:09:56;0:09:56;Intımate, Emotional, Heartfelt;Romantic TV Dramas
8/6/22 18:41;0:06:36;Another Self: Season 1: Episode 8;Netflix Chrome MAC (Cadmium) HTML 5;0:09:24;Not latest view;Intımate, Emotional, Heartfelt;Romantic TV Dramas
8/6/22 17:51;0:46:55;Another Self: Season 1: Episode 7;Netflix Chrome MAC (Cadmium) HTML 5;0:50:41;0:50:41;Intımate, Emotional, Heartfelt;Romantic TV Dramas
8/6/22 17:09;0:42:06;Another Self: Season 1: Episode 6;Netflix Chrome MAC (Cadmium) HTML 5;0:42:36;0:42:36;Intımate, Emotional, Heartfelt;Romantic TV Dramas
8/6/22 16:28;0:39:09;Another Self: Season 1: Episode 5;Netflix Chrome MAC (Cadmium) HTML 5;0:52:18;0:52:18;Intımate, Emotional, Heartfelt;Romantic TV Dramas
8/6/22 15:50;0:37:23;Another Self: Season 1: Episode 4;Netflix Chrome MAC (Cadmium) HTML 5;0:49:21;0:49:21;Intımate, Emotional, Heartfelt;Romantic TV Dramas
8/6/22 12:51;1:44:41;Purple Hearts;Netflix Chrome MAC (Cadmium) HTML 5;1:59:17;1:59:17;Sentimental, Bittersweat,Emotional;Romantic Drama Movies
8/6/22 11:02;0:00:10;Another Self: Season 1: Episode 4;Sony Sony Android TV 2018 M2 4K Smart TV;0:09:04;Not latest view;Intımate, Emotional, Heartfelt;Romantic TV Dramas
8/3/22 18:35;0:02:19;Another Self: Season 1: Episode 4;Sony Sony Android TV 2018 M2 4K Smart TV;0:08:54;Not latest view;Intımate, Emotional, Heartfelt;Romantic TV Dramas
8/2/22 21:05;0:06:30;Another Self: Season 1: Episode 4;Sony Sony Android TV 2018 M2 4K Smart TV;0:06:34;Not latest view;Intımate, Emotional, Heartfelt;Romantic TV Dramas
8/2/22 19:54;0:50:57;Another Self: Season 1: Episode 3;Sony Sony Android TV 2018 M2 4K Smart TV;0:51:05;0:51:05;Intımate, Emotional, Heartfelt;Romantic TV Dramas
8/2/22 19:06;0:47:56;Another Self: Season 1: Episode 2;Sony Sony Android TV 2018 M2 4K Smart TV;0:48:00;0:48:00;Intımate, Emotional, Heartfelt;Romantic TV Dramas
8/2/22 18:15;0:50:28;Another Self: Season 1: Episode 1;Sony Sony Android TV 2018 M2 4K Smart TV;0:50:28;0:50:28;Intımate, Emotional, Heartfelt;Romantic TV Dramas
7/19/22 14:28;1:53:11;Graveyard: Mezarlık: Bound (Episode 4);Sony Sony Android TV 2018 M2 4K Smart TV;1:54:07;1:54:07;Psychological;TV Mysteries
7/19/22 13:35;0:52:00;Graveyard: Mezarlık: The Woman In The Lake (Episode 3);Sony Sony Android TV 2018 M2 4K Smart TV;1:41:37;1:41:37;Psychological;TV Mysteries
7/19/22 13:35;0:00:09;Graveyard: Mezarlık: The Woman In The Lake (Episode 3);Sony Sony Android TV 2018 M2 4K Smart TV;0:46:34;Not latest view;Psychological;TV Mysteries
7/17/22 14:23;0:46:30;Graveyard: Mezarlık: The Woman In The Lake (Episode 3);Sony Sony Android TV 2018 M2 4K Smart TV;0:46:31;Not latest view;Psychological;TV Mysteries
7/17/22 12:49;1:31:09;Graveyard: Mezarlık: A Breath Away (Episode 2);Sony Sony Android TV 2018 M2 4K Smart TV;1:37:23;1:37:23;Psychological;TV Mysteries
7/17/22 12:27;0:07:50;Graveyard: Mezarlık: A Breath Away (Episode 2);Sony Sony Android TV 2018 M2 4K Smart TV;0:07:55;Not latest view;Psychological;TV Mysteries
7/17/22 10:09;1:44:20;Graveyard: Mezarlık: Hotter Than The Sun (Episode 1);Sony Sony Android TV 2018 M2 4K Smart TV;1:44:22;1:44:22;Psychological;TV Mysteries
6/21/22 14:34;0:35:03;As the Crow Flies: Season 1: Episode 2;Netflix Chrome MAC (Cadmium) HTML 5;0:35:09;0:35:09;Scandalous;TV Dramas
6/21/22 13:58;0:35:45;As the Crow Flies: Season 1: Episode 1;Netflix Chrome MAC (Cadmium) HTML 5;0:36:11;0:36:11;Scandalous;TV Dramas
5/23/22 21:25;0:35:04;To the Bone;Netflix Chrome MAC (Cadmium) HTML 5;1:41:18;1:41:18;Intimate;Drama Movies
5/21/22 18:45;0:51:46;In Good Hands;Sony Sony Android TV 2018 M2 4K Smart TV;1:42:45;1:42:45;Sentimental, Bittersweat, Heartfel;Romantic Comedy Movies
4/9/22 17:29;0:33:43;The In Between;Sony Sony Android TV 2018 M2 4K Smart TV;0:33:43;0:33:43;Bittersweat, Romantic;Romantic Drama Movies
4/8/22 22:47;0:41:36;Kaçak Gelinler: Season 1: 7. Bölüm (Episode 7);Sony Sony Android TV 2018 M2 4K Smart TV;0:41:41;0:41:41;Emotional, Romantic;Romantic TV Comedies
4/8/22 21:28;1:18:08;Kaçak Gelinler: Season 1: 6. Bölüm (Episode 6);Sony Sony Android TV 2018 M2 4K Smart TV;1:46:31;1:46:31;Emotional, Romantic;Romantic TV Comedies
4/8/22 19:34;0:08:16;The Principles of Pleasure: Limited Series: Our Minds (Episode 2);Sony Sony Android TV 2018 M2 4K Smart TV;0:08:19;0:08:19;Intimate, Feel-Good;Science & Nature TV
4/8/22 17:34;0:00:02;Chicago Med: Season 1: Guilty (Episode 12);Sony Sony Android TV 2018 M2 4K Smart TV;0:00:02;0:00:02;Bittersweat, Heartfelt, Emotional;Medical TV Shows
4/8/22 17:08;0:13:08;Chicago Med: Season 1: Intervention (Episode 11);Sony Sony Android TV 2018 M2 4K Smart TV;0:41:56;0:41:56;Bittersweat, Heartfelt, Emotional;Medical TV Shows
4/8/22 16:02;0:52:00;The Principles of Pleasure: Limited Series: Our Bodies (Episode 1);Sony Sony Android TV 2018 M2 4K Smart TV;0:51:59;0:51:59;Intimate, Feel-Good;Science & Nature TV
3/21/22 17:57;0:26:39;Midnight at the Pera Palace: Season 1: Secret (Episode 3);Safari MAC (Cadmium);0:26:46;0:26:46;Suspenseful, Exciting;TV Dramas
3/21/22 17:57;0:00:04;Midnight at the Pera Palace: Season 1: Roots (Episode 2);Safari MAC (Cadmium);0:41:10;0:41:10;Suspenseful, Exciting;TV Dramas
3/21/22 17:56;0:00:17;Midnight at the Pera Palace: Season 1: Secret (Episode 3);Safari MAC (Cadmium);0:00:17;Not latest view;Suspenseful, Exciting;TV Dramas
3/19/22 19:46;0:47:06;The Adam Project;Safari MAC (Cadmium);1:38:53;1:38:53;Witty, Heartfelt, Feel-Good;Family Movies
3/18/22 19:57;0:32:23;Midnight at the Pera Palace: Season 1: Roots (Episode 2);Safari MAC (Cadmium);0:41:58;Not latest view;Suspenseful, Exciting;TV Dramas
3/18/22 19:29;0:25:20;Midnight at the Pera Palace: Season 1: The Journey (Episode 1);Safari MAC (Cadmium);0:42:55;0:42:55;Suspenseful, Exciting;TV Dramas
3/18/22 9:55;0:06:22;Midnight at the Pera Palace: Season 1: The Journey (Episode 1);Safari MAC (Cadmium);0:14:12;Not latest view;Suspenseful, Exciting;TV Dramas
3/18/22 9:54;0:00:11;Midnight at the Pera Palace: Season 1: The Journey (Episode 1);Safari MAC (Cadmium);0:08:42;Not latest view;Suspenseful, Exciting;TV Dramas
3/18/22 9:53;0:00:01;Midnight at the Pera Palace: Season 1: The Journey (Episode 1);Safari MAC (Cadmium);0:08:31;Not latest view;Suspenseful, Exciting;TV Dramas
3/18/22 8:34;0:04:04;Midnight at the Pera Palace: Season 1: The Journey (Episode 1);Safari MAC (Cadmium);0:08:30;Not latest view;Suspenseful, Exciting;TV Dramas
3/18/22 7:35;0:04:12;Midnight at the Pera Palace: Season 1: The Journey (Episode 1);Safari MAC (Cadmium);0:04:46;Not latest view;Suspenseful, Exciting;TV Dramas
3/18/22 6:37;0:00:14;Midnight at the Pera Palace: Season 1: The Journey (Episode 1);Safari MAC (Cadmium);0:00:14;Not latest view;Suspenseful, Exciting;TV Dramas
3/17/22 9:42;0:02:48;Formula 1: Drive to Survive: Season 4: Clash of the Titans (Episode 1);Safari MAC (Cadmium);0:02:48;Not latest view;Exciting;Docuseries
2/17/22 17:38;0:00:01;Chicago Med: Season 1: Intervention (Episode 11);Sony Sony Android TV 2018 M2 4K Smart TV;0:29:36;Not latest view;Bittersweat, Heartfelt, Emotional;Medical TV Shows
2/17/22 17:10;0:22:38;Love Is Blind: Season 2: Love Triangles (Episode 2);Sony Sony Android TV 2018 M2 4K Smart TV;0:22:58;0:22:58;Romantic;Competition Reality TV
2/17/22 16:10;0:59:58;Love Is Blind: Season 2: The Pods Are Open! (Episode 1);Sony Sony Android TV 2018 M2 4K Smart TV;0:59:26;0:59:26;Romantic;Competition Reality TV
2/17/22 11:25;0:30:04;Me Before You;Safari MAC (Cadmium);1:46:30;1:46:30;Sentimental, Intimate, Romantic;Romantic Drama Movies
2/12/22 11:31;0:30:48;Love Tactics;Safari MAC (Cadmium);1:34:55;1:34:55;Goofy, Romantic;Romantic Comedy Movies
2/8/22 16:27;0:13:37;I Am Georgina: Season 1: New city, new plans, and good news... (Episode 6);Safari MAC (Cadmium);0:13:43;0:13:43;Intimate;Reality TV
2/8/22 16:18;0:09:05;I Am Georgina: Season 1: Back to the beginning (Episode 5);Safari MAC (Cadmium);0:39:02;0:39:02;Intimate;Reality TV
2/8/22 16:18;0:00:06;I Am Georgina: Season 1: Back to the beginning (Episode 5);Safari MAC (Cadmium);0:30:03;Not latest view;Intimate;Reality TV
2/8/22 13:15;0:29:53;I Am Georgina: Season 1: Back to the beginning (Episode 5);Sony Sony Android TV 2018 M2 4K Smart TV;0:29:57;Not latest view;Intimate;Reality TV
2/8/22 12:38;0:36:28;I Am Georgina: Season 1: Football, holidays and gender reveal... (Episode 4);Sony Sony Android TV 2018 M2 4K Smart TV;0:36:32;0:36:32;Intimate;Reality TV
2/8/22 11:57;0:37:45;I Am Georgina: Season 1: Hectic days (Episode 3);Sony Sony Android TV 2018 M2 4K Smart TV;0:37:53;0:37:53;Intimate;Reality TV
2/8/22 10:14;0:40:27;I Am Georgina: Season 1: Blink, and you'll miss it... (Episode 2);Sony Sony Android TV 2018 M2 4K Smart TV;0:38:34;0:38:34;Intimate;Reality TV
2/8/22 9:56;0:07:09;I Am Georgina: Season 1: The day that changed my life... (Episode 1);Sony Sony Android TV 2018 M2 4K Smart TV;0:37:01;0:37:01;Intimate;Reality TV
2/3/22 17:09;0:29:52;I Am Georgina: Season 1: The day that changed my life... (Episode 1);Sony Sony Android TV 2018 M2 4K Smart TV;0:29:52;Not latest view;Intimate;Reality TV
2/3/22 7:39;0:17:54;Chicago Med: Season 1: Intervention (Episode 11);Safari MAC (Cadmium);0:29:39;Not latest view;Bittersweat, Heartfelt, Emotional;Medical TV Shows
2/2/22 15:57;0:12:34;Chicago Med: Season 1: Intervention (Episode 11);Safari MAC (Cadmium);0:12:35;Not latest view;Bittersweat, Heartfelt, Emotional;Medical TV Shows
2/2/22 15:14;0:43:02;Chicago Med: Season 1: Clarity (Episode 10);Safari MAC (Cadmium);0:42:20;0:42:20;Bittersweat, Heartfelt, Emotional;Medical TV Shows
2/2/22 14:28;0:41:55;Chicago Med: Season 1: Choices (Episode 9);Safari MAC (Cadmium);0:42:06;0:42:06;Bittersweat, Heartfelt, Emotional;Medical TV Shows
2/2/22 14:24;0:03:36;Chicago Med: Season 1: Reunion (Episode 8);Safari MAC (Cadmium);0:42:21;0:42:21;Bittersweat, Heartfelt, Emotional;Medical TV Shows
2/1/22 17:55;0:23:18;Chicago Med: Season 1: Reunion (Episode 8);Safari MAC (Cadmium);0:38:45;Not latest view;Bittersweat, Heartfelt, Emotional;Medical TV Shows
2/1/22 17:29;0:22:17;Someone Great;Safari MAC (Cadmium);0:23:41;0:23:41;Bittersweat, Romantic;Romantic Comedy Movies
2/1/22 11:57;0:00:01;Chicago Med: Season 1: Reunion (Episode 8);Safari MAC (Cadmium);0:15:37;Not latest view;Bittersweat, Heartfelt, Emotional;Medical TV Shows
2/1/22 11:57;0:00:01;Chicago Fire: Season 1: Pilot (Episode 1);Safari MAC (Cadmium);0:00:01;0:00:01;Bittersweat, Heartfelt, Emotional;Medical TV Shows
1/22/22 15:33;0:00:47;The Club: Season 1: Episode 9;iPhone 12 Pro;0:35:57;0:35:57;Bittersweat, Intimate, Emotional;Social Issue Dramas
1/22/22 14:05;0:06:25;The Club: Season 1: Episode 8;iPhone 12 Pro;0:41:44;0:41:44;Bittersweat, Intimate, Emotional;Social Issue Dramas
1/22/22 13:27;0:05:25;The Club: Season 1: Episode 6;iPhone 12 Pro;0:39:58;0:39:58;Bittersweat, Intimate, Emotional;Social Issue Dramas
1/19/22 13:52;0:15:37;Chicago Med: Season 1: Reunion (Episode 8);Safari MAC (Cadmium);0:15:36;Not latest view;Bittersweat, Heartfelt, Emotional;Medical TV Shows
1/16/22 16:52;0:42:22;Chicago Med: Season 1: Saints (Episode 7);Sony Sony Android TV 2018 M2 4K Smart TV;0:42:23;0:42:23;Bittersweat, Heartfelt, Emotional;Medical TV Shows
1/16/22 16:25;0:26:27;Chicago Med: Season 1: Bound (Episode 6);Sony Sony Android TV 2018 M2 4K Smart TV;0:42:13;0:42:13;Bittersweat, Heartfelt, Emotional;Medical TV Shows
1/15/22 15:41;0:00:42;Chicago Med: Season 1: Bound (Episode 6);Sony Sony Android TV 2018 M2 4K Smart TV;0:17:01;Not latest view;Bittersweat, Heartfelt, Emotional;Medical TV Shows
1/15/22 13:39;0:16:17;Chicago Med: Season 1: Bound (Episode 6);Sony Sony Android TV 2018 M2 4K Smart TV;0:16:20;Not latest view;Bittersweat, Heartfelt, Emotional;Medical TV Shows
1/15/22 12:35;0:43:57;Chicago Med: Season 1: Malignant (Episode 5);Sony Sony Android TV 2018 M2 4K Smart TV;0:41:34;0:41:34;Bittersweat, Heartfelt, Emotional;Medical TV Shows
1/15/22 11:54;0:40:24;Chicago Med: Season 1: Mistaken (Episode 4);Sony Sony Android TV 2018 M2 4K Smart TV;0:40:43;0:40:43;Bittersweat, Heartfelt, Emotional;Medical TV Shows
1/15/22 11:32;0:21:39;Chicago Med: Season 1: Fallback (Episode 3);Sony Sony Android TV 2018 M2 4K Smart TV;0:40:57;0:40:57;Bittersweat, Heartfelt, Emotional;Medical TV Shows
1/15/22 10:57;0:20:26;Chicago Med: Season 1: Fallback (Episode 3);Sony Sony Android TV 2018 M2 4K Smart TV;0:19:18;Not latest view;Bittersweat, Heartfelt, Emotional;Medical TV Shows
1/15/22 10:15;0:39:48;Chicago Med: Season 1: iNO (Episode 2);Sony Sony Android TV 2018 M2 4K Smart TV;0:40:08;0:40:08;Bittersweat, Heartfelt, Emotional;Medical TV Shows
1/15/22 9:32;0:42:14;Chicago Med: Season 1: Derailed (Episode 1);Sony Sony Android TV 2018 M2 4K Smart TV;0:42:16;0:42:16;Bittersweat, Heartfelt, Emotional;Medical TV Shows
1/10/22 11:04;0:00:29;The Club: Season 1: Episode 7;Safari MAC (Cadmium);0:00:29;0:00:29;Bittersweat, Intimate, Emotional;Social Issue Dramas
1/6/22 17:29;0:09:38;The Witcher: Season 2: Kaer Morhen (Episode 2);Sony Sony Android TV 2018 M2 4K Smart TV;0:09:38;0:09:38;Exciting;TV Dramas
1/3/22 15:14;0:38:48;The Witcher: Season 2: A Grain of Truth (Episode 1);Sony Sony Android TV 2018 M2 4K Smart TV;0:59:19;0:59:19;Exciting;TV Dramas
12/30/21 18:36;0:08:34;Emily in Paris: Season 2: Champagne Problems (Episode 8);Sony Sony Android TV 2018 M2 4K Smart TV;0:20:57;0:20:57;Quirky, Romantic;Romantic TV Dramas
12/30/21 15:50;2:08:07;Don't Look Up;Sony Sony Android TV 2018 M2 4K Smart TV;2:08:12;2:08:12;Offbeat, Witty;Sci-Fi Movies
12/28/21 7:44;0:00:25;Emily in Paris: Season 2: Champagne Problems (Episode 8);Safari MAC (Cadmium);0:12:23;Not latest view;Quirky, Romantic;Romantic TV Dramas
12/27/21 15:00;0:09:52;Emily in Paris: Season 2: Champagne Problems (Episode 8);Safari MAC (Cadmium);0:11:57;Not latest view;Quirky, Romantic;Romantic TV Dramas
12/27/21 14:33;0:27:43;Emily in Paris: Season 2: The Cook, the Thief, Her Ghost and His Lover (Episode 7);Safari MAC (Cadmium);0:27:15;0:27:15;Quirky, Romantic;Romantic TV Dramas
12/27/21 14:07;0:25:09;Emily in Paris: Season 2: Boiling Point (Episode 6);Safari MAC (Cadmium);0:27:51;0:27:51;Quirky, Romantic;Romantic TV Dramas
12/27/21 13:42;0:24:08;Emily in Paris: Season 2: An Englishman in Paris (Episode 5);Safari MAC (Cadmium);0:25:53;0:25:53;Quirky, Romantic;Romantic TV Dramas
12/27/21 13:41;0:01:01;Emily in Paris: Season 2: Jules and Em (Episode 4);Safari MAC (Cadmium);0:32:30;0:32:30;Quirky, Romantic;Romantic TV Dramas
12/27/21 9:49;0:02:29;Emily in Paris: Season 2: Jules and Em (Episode 4);Safari MAC (Cadmium);0:31:29;Not latest view;Quirky, Romantic;Romantic TV Dramas
12/27/21 8:50;0:16:01;Emily in Paris: Season 2: Jules and Em (Episode 4);Safari MAC (Cadmium);0:28:59;Not latest view;Quirky, Romantic;Romantic TV Dramas
12/26/21 10:56;0:12:13;Emily in Paris: Season 2: Jules and Em (Episode 4);Safari MAC (Cadmium);0:13:21;Not latest view;Quirky, Romantic;Romantic TV Dramas
12/26/21 10:32;0:24:01;Emily in Paris: Season 2: Bon Anniversaire! (Episode 3);Safari MAC (Cadmium);0:25:06;0:25:06;Quirky, Romantic;Romantic TV Dramas
12/26/21 10:02;0:24:46;Emily in Paris: Season 2: Do You Know the Way to St. Tropez? (Episode 2);Safari MAC (Cadmium);0:25:42;0:25:42;Quirky, Romantic;Romantic TV Dramas
12/26/21 9:38;0:24:14;Emily in Paris: Season 2: Voulez-Vous Coucher Avec Moi? (Episode 1);Safari MAC (Cadmium);0:24:32;0:24:32;Quirky, Romantic;Romantic TV Dramas
12/8/21 11:31;0:26:23;Anne with an E: Season 2: What We Have Been Makes Us What We Are (Episode 9);Sony Sony Android TV 2018 M2 4K Smart TV;0:26:57;0:26:57;Emotional, Heartfelt;TV Dramas
12/8/21 10:48;0:43:10;Anne with an E: Season 2: Struggling Against the Perception of Facts (Episode 8);Sony Sony Android TV 2018 M2 4K Smart TV;0:43:45;0:43:45;Emotional, Heartfelt;TV Dramas
12/8/21 10:18;0:29:27;Anne with an E: Season 2: Memory Has as Many Moods as the Temper (Episode 7);Sony Sony Android TV 2018 M2 4K Smart TV;0:43:45;0:43:45;Emotional, Heartfelt;TV Dramas
12/7/21 11:47;0:13:46;Anne with an E: Season 2: Memory Has as Many Moods as the Temper (Episode 7);Sony Sony Android TV 2018 M2 4K Smart TV;0:14:18;Not latest view;Emotional, Heartfelt;TV Dramas
12/6/21 15:02;0:00:01;Anne with an E: Season 2: Memory Has as Many Moods as the Temper (Episode 7);Sony Sony Android TV 2018 M2 4K Smart TV;0:00:02;Not latest view;Emotional, Heartfelt;TV Dramas
12/6/21 13:56;0:42:20;Anne with an E: Season 2: I Protest Against Any Absolute Conclusion (Episode 6);Sony Sony Android TV 2018 M2 4K Smart TV;0:43:39;0:43:39;Emotional, Heartfelt;TV Dramas
12/6/21 12:55;0:42:46;Anne with an E: Season 2: The Determining Acts of Her Life (Episode 5);Sony Sony Android TV 2018 M2 4K Smart TV;0:42:56;0:42:56;Emotional, Heartfelt;TV Dramas
12/6/21 12:11;0:43:44;Anne with an E: Season 2: The Painful Eagerness of Unfed Hope (Episode 4);Sony Sony Android TV 2018 M2 4K Smart TV;0:43:44;0:43:44;Emotional, Heartfelt;TV Dramas
12/6/21 9:11;0:00:01;Anne with an E: Season 2: The Painful Eagerness of Unfed Hope (Episode 4);Sony Sony Android TV 2018 M2 4K Smart TV;0:00:02;Not latest view;Emotional, Heartfelt;TV Dramas
12/6/21 8:29;0:41:43;Anne with an E: Season 2: The True Seeing Is Within (Episode 3);Sony Sony Android TV 2018 M2 4K Smart TV;0:43:40;0:43:40;Emotional, Heartfelt;TV Dramas
12/6/21 8:18;0:08:33;Anne with an E: Season 2: Signs Are Small Measurable Things, But Interpretations Are Illimitable (Episode 2);Sony Sony Android TV 2018 M2 4K Smart TV;0:43:42;0:43:42;Emotional, Heartfelt;TV Dramas
12/5/21 13:50;0:34:36;Anne with an E: Season 2: Signs Are Small Measurable Things, But Interpretations Are Illimitable (Episode 2);Sony Sony Android TV 2018 M2 4K Smart TV;0:35:09;Not latest view;Emotional, Heartfelt;TV Dramas
12/5/21 12:47;0:44:02;Anne with an E: Season 2: Youth Is the Season of Hope (Episode 1);Sony Sony Android TV 2018 M2 4K Smart TV;0:44:44;0:44:44;Emotional, Heartfelt;TV Dramas
12/5/21 11:24;0:43:02;Anne with an E: Season 1: Wherever You Are Is My Home (Episode 7);Sony Sony Android TV 2018 M2 4K Smart TV;0:43:44;0:43:44;Emotional, Heartfelt;TV Dramas
12/5/21 10:32;0:42:57;Anne with an E: Season 1: Remorse Is the Poison of Life (Episode 6);Sony Sony Android TV 2018 M2 4K Smart TV;0:43:43;0:43:43;Emotional, Heartfelt;TV Dramas
12/5/21 10:16;0:15:40;Anne with an E: Season 1: Tightly Knotted to a Similar String (Episode 5);Sony Sony Android TV 2018 M2 4K Smart TV;0:43:41;0:43:41;Emotional, Heartfelt;TV Dramas
12/4/21 17:10;0:01:41;Anne with an E: Season 1: Tightly Knotted to a Similar String (Episode 5);Sony Sony Android TV 2018 M2 4K Smart TV;0:28:04;Not latest view;Emotional, Heartfelt;TV Dramas
12/4/21 16:05;0:25:53;Anne with an E: Season 1: Tightly Knotted to a Similar String (Episode 5);Sony Sony Android TV 2018 M2 4K Smart TV;0:26:25;Not latest view;Emotional, Heartfelt;TV Dramas
12/4/21 13:15;0:00:12;Anne with an E: Season 1: Tightly Knotted to a Similar String (Episode 5);Sony Sony Android TV 2018 M2 4K Smart TV;0:00:18;Not latest view;Emotional, Heartfelt;TV Dramas
